2014-03-31,1.233204
2014-04-30,1.212909
2014-05-31,1.230246
2014-06-30,1.278497
2014-07-31,1.309852
2014-08-31,1.328348
2014-09-30,1.330828
2014-10-31,1.310204
2014-11-30,1.33188
2014-12-31,1.33413
2015-01-31,1.35456
2015-02-28,1.42245
2015-03-31,1.449169
2015-04-30,1.514695
2015-05-31,1.562466
2015-06-30,1.533764
2015-07-31,1.525744
2015-08-31,1.431569
2015-09-30,1.388998
2015-10-31,1.471294
2015-11-30,1.485122
2015-12-31,1.473005
2016-01-31,1.381686
2016-02-29,1.327043
2016-03-31,1.413064
2016-04-30,1.418563
2016-05-31,1.443437
2016-06-30,1.361228
2016-07-31,1.42826
2016-08-31,1.404999
2016-09-30,1.43887
2016-10-31,1.457232
2016-11-30,1.474404
2016-12-31,1.526436
2017-01-31,1.530135
2017-02-28,1.561552
2017-03-31,1.570874
2017-04-30,1.588133
2017-05-31,1.633343
2017-06-30,1.668603
2017-07-31,1.673516
2017-08-31,1.686764
2017-09-30,1.713551
2017-10-31,1.786743
2017-11-30,1.829161
2017-12-31,1.86999
2018-01-31,1.934513
2018-02-28,1.865072
2018-03-31,1.843258
2018-04-30,1.886807
2018-05-31,1.873463
2018-06-30,1.825032
2018-07-31,1.818669
2018-08-31,1.817325
2018-09-30,1.855617
2018-10-31,1.641265
2018-11-30,1.698962
2018-12-31,1.550271
2019-01-31,1.632889
2019-02-28,1.695313
2019-03-31,1.689689
2019-04-30,1.728429
2019-05-31,1.61977
2019-06-30,1.656779
2019-07-31,1.643073
2019-08-31,1.57247
2019-09-30,1.645322
2019-10-31,1.717029
2019-11-30,1.744841
2020-03-31,1.578262
